dataset_id,dataset,model_id,model,comparison_role,seed,qualification,next_action,epochs,best_val_nll_epoch,best_val_nll,source_revision,reproducibility_mode,split_mode,evaluation_scope,held_out_test_evaluated,candidate_count,reasons,artifact_root,run_dir,best_val_nll_checkpoint_path
intermittent,Intermittent,titantpp_v2,TitanTPP V2,primary,52,rerun_required,run_under_frozen_contract,-1,-1,,,,,,False,0,no_matching_artifact,,,
intermittent,Intermittent,titantpp_v2,TitanTPP V2,primary,62,rerun_required,run_under_frozen_contract,-1,-1,,,,,,False,0,no_matching_artifact,,,
yellow_trip_hourly,Taxi,rmtpp_original,RMTPP-original,primary,42,rerun_required,run_under_frozen_contract,-1,-1,,,,,,False,0,no_matching_artifact,,,
yellow_trip_hourly,Taxi,rmtpp_original,RMTPP-original,primary,52,rerun_required,run_under_frozen_contract,-1,-1,,,,,,False,0,no_matching_artifact,,,
yellow_trip_hourly,Taxi,rmtpp_original,RMTPP-original,primary,62,rerun_required,run_under_frozen_contract,-1,-1,,,,,,False,0,no_matching_artifact,,,
yellow_trip_hourly,Taxi,rmtpp_matched,RMTPP-matched,primary,42,final_comparison_ready,retain,300,61,1.5823738456176109,726aa64ab0b5478646d11be36fc19dcb224d417e,strict,fixed,validation_only,False,1,,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/yellow_trip_hourly,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/yellow_trip_hourly/runs/yellow_trip_hourly/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_10p0/rmtpp_gru_h128/epochs_300/seed_42,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/yellow_trip_hourly/runs/yellow_trip_hourly/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_10p0/rmtpp_gru_h128/epochs_300/seed_42/checkpoints/best_val_nll_model.pt
yellow_trip_hourly,Taxi,rmtpp_matched,RMTPP-matched,primary,52,final_comparison_ready,retain,300,79,1.576641534916952,726aa64ab0b5478646d11be36fc19dcb224d417e,strict,fixed,validation_only,False,1,,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/yellow_trip_hourly,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/yellow_trip_hourly/runs/yellow_trip_hourly/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_10p0/rmtpp_gru_h128/epochs_300/seed_52,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/yellow_trip_hourly/runs/yellow_trip_hourly/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_10p0/rmtpp_gru_h128/epochs_300/seed_52/checkpoints/best_val_nll_model.pt
yellow_trip_hourly,Taxi,rmtpp_matched,RMTPP-matched,primary,62,final_comparison_ready,retain,300,138,1.581827009595069,726aa64ab0b5478646d11be36fc19dcb224d417e,strict,fixed,validation_only,False,1,,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/yellow_trip_hourly,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/yellow_trip_hourly/runs/yellow_trip_hourly/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_10p0/rmtpp_gru_h128/epochs_300/seed_62,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/yellow_trip_hourly/runs/yellow_trip_hourly/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_10p0/rmtpp_gru_h128/epochs_300/seed_62/checkpoints/best_val_nll_model.pt
yellow_trip_hourly,Taxi,thp_matched,THP-matched,primary,42,final_comparison_ready,retain,300,43,1.6043291650189833,726aa64ab0b5478646d11be36fc19dcb224d417e,strict,fixed,validation_only,False,1,,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/yellow_trip_hourly,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/yellow_trip_hourly/runs/yellow_trip_hourly/thp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_10p0/base/epochs_300/seed_42,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/yellow_trip_hourly/runs/yellow_trip_hourly/thp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_10p0/base/epochs_300/seed_42/checkpoints/best_val_nll_model.pt
yellow_trip_hourly,Taxi,thp_matched,THP-matched,primary,52,final_comparison_ready,retain,300,24,1.5897290285624452,726aa64ab0b5478646d11be36fc19dcb224d417e,strict,fixed,validation_only,False,1,,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/yellow_trip_hourly,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/yellow_trip_hourly/runs/yellow_trip_hourly/thp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_10p0/base/epochs_300/seed_52,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/yellow_trip_hourly/runs/yellow_trip_hourly/thp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_10p0/base/epochs_300/seed_52/checkpoints/best_val_nll_model.pt
yellow_trip_hourly,Taxi,thp_matched,THP-matched,primary,62,final_comparison_ready,retain,300,42,1.605263795377439,726aa64ab0b5478646d11be36fc19dcb224d417e,strict,fixed,validation_only,False,1,,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/yellow_trip_hourly,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/yellow_trip_hourly/runs/yellow_trip_hourly/thp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_10p0/base/epochs_300/seed_62,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/yellow_trip_hourly/runs/yellow_trip_hourly/thp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_10p0/base/epochs_300/seed_62/checkpoints/best_val_nll_model.pt
yellow_trip_hourly,Taxi,titantpp_v3b,TitanTPP V3b,primary,42,draft_only,rerun_under_frozen_contract,50,42,1.5571191987959037,,,fixed,,True,2,initial_budget_met;strict;source_revision;validation_only;held_out_test_locked;best_val_nll_state_hash;dataset_hashes_missing,/home/leekwanhyeong/workspace/paper_research/search_artifacts/model_enhancement_v3b_taxi_multiseed_e50_0710,/home/leekwanhyeong/workspace/paper_research/search_artifacts/model_enhancement_v3b_taxi_multiseed_e50_0710/runs/yellow_trip_hourly/titantpp/lossmode_hybrid/split_fixed/value_identity/valuehead_mark_conditioned_experts/qtymarkgrad_detached/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_10p0/mid_lmm/epochs_50/seed_42,/home/leekwanhyeong/workspace/paper_research/search_artifacts/model_enhancement_v3b_taxi_multiseed_e50_0710/runs/yellow_trip_hourly/titantpp/lossmode_hybrid/split_fixed/value_identity/valuehead_mark_conditioned_experts/qtymarkgrad_detached/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_10p0/mid_lmm/epochs_50/seed_42/checkpoints/best_val_nll_model.pt
yellow_trip_hourly,Taxi,titantpp_v3b,TitanTPP V3b,primary,52,draft_only,rerun_under_frozen_contract,50,32,1.5542656917415152,,,fixed,,True,1,initial_budget_met;strict;source_revision;validation_only;held_out_test_locked;best_val_nll_state_hash;dataset_hashes_missing,/home/leekwanhyeong/workspace/paper_research/search_artifacts/model_enhancement_v3b_taxi_multiseed_e50_0710,/home/leekwanhyeong/workspace/paper_research/search_artifacts/model_enhancement_v3b_taxi_multiseed_e50_0710/runs/yellow_trip_hourly/titantpp/lossmode_hybrid/split_fixed/value_identity/valuehead_mark_conditioned_experts/qtymarkgrad_detached/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_10p0/mid_lmm/epochs_50/seed_52,/home/leekwanhyeong/workspace/paper_research/search_artifacts/model_enhancement_v3b_taxi_multiseed_e50_0710/runs/yellow_trip_hourly/titantpp/lossmode_hybrid/split_fixed/value_identity/valuehead_mark_conditioned_experts/qtymarkgrad_detached/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_10p0/mid_lmm/epochs_50/seed_52/checkpoints/best_val_nll_model.pt
yellow_trip_hourly,Taxi,titantpp_v3b,TitanTPP V3b,primary,62,draft_only,rerun_under_frozen_contract,50,49,1.5545092224209678,,,fixed,,True,1,initial_budget_met;strict;source_revision;validation_only;held_out_test_locked;best_val_nll_state_hash;dataset_hashes_missing,/home/leekwanhyeong/workspace/paper_research/search_artifacts/model_enhancement_v3b_taxi_multiseed_e50_0710,/home/leekwanhyeong/workspace/paper_research/search_artifacts/model_enhancement_v3b_taxi_multiseed_e50_0710/runs/yellow_trip_hourly/titantpp/lossmode_hybrid/split_fixed/value_identity/valuehead_mark_conditioned_experts/qtymarkgrad_detached/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_10p0/mid_lmm/epochs_50/seed_62,/home/leekwanhyeong/workspace/paper_research/search_artifacts/model_enhancement_v3b_taxi_multiseed_e50_0710/runs/yellow_trip_hourly/titantpp/lossmode_hybrid/split_fixed/value_identity/valuehead_mark_conditioned_experts/qtymarkgrad_detached/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_10p0/mid_lmm/epochs_50/seed_62/checkpoints/best_val_nll_model.pt
yellow_trip_hourly,Taxi,titantpp_v2_control,TitanTPP V2 control,ablation_control,42,draft_only,rerun_under_frozen_contract,50,42,1.5830736543224466,,,fixed,,True,1,initial_budget_met;strict;source_revision;validation_only;held_out_test_locked;best_val_nll_state_hash;dataset_hashes_missing,/home/leekwanhyeong/workspace/paper_research/search_artifacts/model_enhancement_v2_taxi_short_e50_0710,/home/leekwanhyeong/workspace/paper_research/search_artifacts/model_enhancement_v2_taxi_short_e50_0710/runs/yellow_trip_hourly/titantpp/lossmode_hybrid/split_fixed/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_10p0/mid_lmm/epochs_50/seed_42,/home/leekwanhyeong/workspace/paper_research/search_artifacts/model_enhancement_v2_taxi_short_e50_0710/runs/yellow_trip_hourly/titantpp/lossmode_hybrid/split_fixed/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_10p0/mid_lmm/epochs_50/seed_42/checkpoints/best_val_nll_model.pt
yellow_trip_hourly,Taxi,titantpp_v2_control,TitanTPP V2 control,ablation_control,52,rerun_required,run_under_frozen_contract,-1,-1,,,,,,False,0,no_matching_artifact,,,
yellow_trip_hourly,Taxi,titantpp_v2_control,TitanTPP V2 control,ablation_control,62,rerun_required,run_under_frozen_contract,-1,-1,,,,,,False,0,no_matching_artifact,,,
insta_market_basket,Instacart,rmtpp_original,RMTPP-original,primary,42,rerun_required,run_under_frozen_contract,-1,-1,,,,,,False,0,no_matching_artifact,,,
insta_market_basket,Instacart,rmtpp_original,RMTPP-original,primary,52,rerun_required,run_under_frozen_contract,-1,-1,,,,,,False,0,no_matching_artifact,,,
insta_market_basket,Instacart,rmtpp_original,RMTPP-original,primary,62,rerun_required,run_under_frozen_contract,-1,-1,,,,,,False,0,no_matching_artifact,,,
insta_market_basket,Instacart,rmtpp_matched,RMTPP-matched,primary,42,final_comparison_ready,retain,300,21,4.380044076823316,726aa64ab0b5478646d11be36fc19dcb224d417e,strict,fixed,validation_only,False,1,,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/rmtpp_gru_h64/epochs_300/seed_42,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/rmtpp_gru_h64/epochs_300/seed_42/checkpoints/best_val_nll_model.pt
insta_market_basket,Instacart,rmtpp_matched,RMTPP-matched,primary,52,pending_active_run,wait_for_active_run,300,-1,,726aa64ab0b5478646d11be36fc19dcb224d417e,strict,fixed,validation_only,False,0,active_run_not_complete,,,
insta_market_basket,Instacart,rmtpp_matched,RMTPP-matched,primary,62,pending_active_run,wait_for_active_run,300,-1,,726aa64ab0b5478646d11be36fc19dcb224d417e,strict,fixed,validation_only,False,0,active_run_not_complete,,,
insta_market_basket,Instacart,thp_matched,THP-matched,primary,42,pending_active_run,wait_for_active_run,300,-1,,726aa64ab0b5478646d11be36fc19dcb224d417e,strict,fixed,validation_only,False,0,active_run_not_complete,,,
insta_market_basket,Instacart,thp_matched,THP-matched,primary,52,pending_active_run,wait_for_active_run,300,-1,,726aa64ab0b5478646d11be36fc19dcb224d417e,strict,fixed,validation_only,False,0,active_run_not_complete,,,
insta_market_basket,Instacart,thp_matched,THP-matched,primary,62,pending_active_run,wait_for_active_run,300,-1,,726aa64ab0b5478646d11be36fc19dcb224d417e,strict,fixed,validation_only,False,0,active_run_not_complete,,,
insta_market_basket,Instacart,titantpp_v2,TitanTPP V2,primary,42,rerun_required,run_under_frozen_contract,-1,-1,,,,,,False,0,no_matching_artifact,,,
insta_market_basket,Instacart,titantpp_v2,TitanTPP V2,primary,52,rerun_required,run_under_frozen_contract,-1,-1,,,,,,False,0,no_matching_artifact,,,
insta_market_basket,Instacart,titantpp_v2,TitanTPP V2,primary,62,rerun_required,run_under_frozen_contract,-1,-1,,,,,,False,0,no_matching_artifact,,,
